"Farm","cowid","Event","Days_In_Milk","Event_Date","Recode_Protos"
13733,26661,"LAME",452,2023-08-09,"WhiteLineDisease"
13733,26661,"LAME",31,2023-10-07,"WhiteLineDisease"
13733,26661,"LAME",59,2023-11-04,"WhiteLineDisease"
13733,26664,"LAME",44,2023-09-14,"WhiteLineDisease"
13733,26664,"LAME",88,2023-10-28,"Trim Only"
13733,26664,"LAME",90,2023-10-30,"WhiteLineDisease"
13733,26666,"LAME",127,2023-09-27,"Other"
13733,26669,"LAME",477,2023-09-05,"Trim Only"
13733,26692,"LAME",80,2023-08-21,"Trim Only"
13733,26693,"LAME",110,2023-08-08,"Trim Only"
13733,26696,"LAME",189,2023-10-30,"Trim Only"
13733,26700,"LAME",495,2023-10-12,"Trim Only"
13733,26712,"LAME",457,2023-09-19,"Trim Only"
13733,26713,"LAME",483,2023-09-07,"Trim Only"
13733,26717,"LAME",79,2023-09-18,"Other"
13733,26717,"LAME",79,2023-09-18,"Trim Only"
13733,26727,"LAME",438,2023-10-14,"Trim Only"
13733,26728,"LAME",45,2023-09-06,"Other"
13733,26732,"LAME",122,2023-09-22,"Other"
13733,26734,"LAME",81,2023-11-03,"Trim Only"
13733,26735,"LAME",140,2023-08-21,"WhiteLineDisease"
13733,26770,"LAME",45,2023-09-09,"Trim Only"
13733,26779,"LAME",411,2023-09-09,"Trim Only"
13733,26805,"LAME",91,2023-09-14,"Trim Only"
13733,26810,"LAME",145,2023-10-14,"Trim Only"
13733,26815,"LAME",453,2023-09-06,"Trim Only"
13733,26837,"LAME",446,2023-08-07,"Trim Only"
13733,26852,"LAME",79,2023-09-05,"Trim Only"
13733,26891,"LAME",209,2023-10-02,"Trim Only"
13733,26902,"LAME",89,2023-08-14,"Trim Only"
13733,26902,"LAME",153,2023-10-17,"Trim Only"
13733,26905,"LAME",288,2023-08-09,"Trim Only"
13733,26910,"LAME",122,2023-10-02,"Trim Only"
13733,26911,"LAME",452,2023-11-07,"Trim Only"
13733,26937,"LAME",90,2023-09-05,"Trim Only"
13733,26941,"LAME",77,2023-09-29,"Trim Only"
13733,26947,"LAME",140,2023-09-08,"Trim Only"
13733,26947,"LAME",168,2023-10-06,"Trim Only"
13733,26969,"LAME",531,2023-10-10,"Trim Only"
13733,26971,"LAME",404,2023-08-18,"Trim Only"
13733,26976,"LAME",27,2023-09-16,"Trim Only"
13733,26977,"LAME",471,2023-08-26,"Trim Only"
13733,26979,"LAME",93,2023-08-25,"Trim Only"
13733,26983,"LAME",83,2023-09-29,"Trim Only"
13733,27005,"LAME",422,2023-08-15,"Trim Only"
13733,27009,"LAME",85,2023-11-03,"Trim Only"
13733,27011,"LAME",329,2023-08-17,"Trim Only"
13733,27029,"LAME",43,2023-09-21,"Trim Only"
13733,27044,"LAME",157,2023-09-22,"Trim Only"
13733,27044,"LAME",181,2023-10-16,"Trim Only"
13733,27044,"LAME",182,2023-10-17,"WhiteLineDisease"
13733,27046,"LAME",351,2023-08-25,"Trim Only"
13733,27051,"LAME",126,2023-10-06,"Trim Only"
13733,27059,"LAME",112,2023-10-06,"Trim Only"
13733,27060,"LAME",310,2023-10-19,"Trim Only"
13733,27063,"LAME",392,2023-08-23,"Trim Only"
13733,27089,"LAME",463,2023-09-29,"Trim Only"
13733,27094,"LAME",455,2023-09-04,"Trim Only"
13733,27094,"LAME",478,2023-09-27,"Trim Only"
13733,27102,"LAME",448,2023-08-08,"Trim Only"
13733,27103,"LAME",58,2023-10-14,"Trim Only"
13733,27106,"LAME",386,2023-08-14,"Trim Only"
13733,27107,"LAME",149,2023-10-05,"Trim Only"
13733,27129,"LAME",89,2023-08-28,"Trim Only"
13733,27158,"LAME",92,2023-09-29,"Trim Only"
13733,27166,"LAME",79,2023-08-14,"Trim Only"
13733,27172,"LAME",424,2023-08-05,"Trim Only"
13733,27184,"LAME",387,2023-08-05,"Trim Only"
13733,27187,"LAME",78,2023-09-29,"Trim Only"
13733,27198,"LAME",480,2023-09-20,"Trim Only"
13733,27208,"LAME",444,2023-08-08,"WhiteLineDisease"
13733,27214,"LAME",156,2023-10-10,"Trim Only"
13733,27215,"LAME",468,2023-08-09,"Trim Only"
13733,27223,"LAME",388,2023-08-31,"Trim Only"
13733,27226,"LAME",295,2023-08-22,"Trim Only"
13733,27233,"LAME",326,2023-08-19,"Trim Only"
13733,27234,"LAME",381,2023-09-18,"Trim Only"
13733,27244,"LAME",134,2023-10-04,"Trim Only"
13733,27249,"LAME",11,2023-09-26,"FootRot"
13733,27249,"LAME",12,2023-09-27,"Other"
13733,27249,"LAME",39,2023-10-24,"Trim Only"
13733,27253,"LAME",79,2023-09-21,"Trim Only"
13733,27264,"LAME",351,2023-09-02,"Trim Only"
13733,27266,"LAME",509,2023-10-24,"Trim Only"
13733,27317,"LAME",322,2023-08-18,"Trim Only"
13733,27333,"LAME",469,2023-09-23,"Trim Only"
13733,27341,"LAME",78,2023-10-02,"Trim Only"
13733,27356,"LAME",7,2023-08-15,"FootRot"
13733,27356,"LAME",8,2023-08-16,"Other"
13733,27366,"LAME",86,2023-08-25,"Trim Only"
13733,27376,"LAME",61,2023-11-06,"Trim Only"
13733,27403,"LAME",34,2023-10-02,"Trim Only"
13733,27412,"LAME",33,2023-10-16,"Other"
13733,27418,"LAME",298,2023-09-04,"Trim Only"
13733,27436,"LAME",178,2023-11-07,"SoleUlcer"
13733,27462,"LAME",31,2023-10-05,"WhiteLineDisease"
13733,27462,"LAME",59,2023-11-02,"WhiteLineDisease"
13733,27463,"LAME",58,2023-11-06,"Trim Only"
13733,27464,"LAME",1,2023-09-25,"Trim Only"
13733,27465,"LAME",404,2023-09-13,"Trim Only"
13733,27473,"LAME",431,2023-09-01,"Trim Only"
13733,27478,"LAME",396,2023-09-11,"Trim Only"
13733,27480,"LAME",49,2023-10-21,"Trim Only"
13733,27506,"LAME",294,2023-08-21,"Trim Only"
13733,27520,"LAME",126,2023-10-12,"WhiteLineDisease"
13733,27526,"LAME",299,2023-09-15,"Trim Only"
13733,27540,"LAME",77,2023-08-08,"Trim Only"
13733,27548,"LAME",447,2023-08-28,"Trim Only"
13733,27565,"LAME",75,2023-09-09,"Trim Only"
13733,27566,"LAME",447,2023-09-06,"Trim Only"
13733,27574,"LAME",300,2023-08-16,"Trim Only"
13733,27576,"LAME",295,2023-08-30,"Trim Only"
13733,27576,"LAME",12,2023-10-31,"Trim Only"
13733,27576,"LAME",13,2023-11-01,"WhiteLineDisease"
13733,27577,"LAME",55,2023-09-09,"Trim Only"
13733,27580,"LAME",301,2023-08-17,"Trim Only"
13733,27581,"LAME",143,2023-11-01,"Trim Only"
13733,27581,"LAME",145,2023-11-03,"WhiteLineDisease"
13733,27600,"LAME",391,2023-09-22,"Trim Only"
13733,27603,"LAME",72,2023-10-17,"Trim Only"
13733,27605,"LAME",398,2023-08-15,"Trim Only"
13733,27610,"LAME",43,2023-10-11,"Trim Only"
13733,27618,"LAME",457,2023-09-19,"Trim Only"
13733,27622,"LAME",292,2023-08-14,"Trim Only"
13733,27625,"LAME",89,2023-10-04,"Trim Only"
13733,27654,"LAME",121,2023-11-03,"WhiteLineDisease"
13733,27668,"LAME",26,2023-10-26,"Trim Only"
13733,27669,"LAME",316,2023-08-26,"Trim Only"
13733,27669,"LAME",360,2023-10-09,"Trim Only"
13733,27675,"LAME",49,2023-10-24,"WhiteLineDisease"
13733,27696,"LAME",75,2023-10-03,"Trim Only"
13733,27715,"LAME",52,2023-09-08,"Other"
13733,27715,"LAME",76,2023-10-02,"Trim Only"
13733,27718,"LAME",93,2023-10-30,"Trim Only"
13733,27719,"LAME",63,2023-11-03,"WhiteLineDisease"
13733,27721,"LAME",359,2023-08-24,"Trim Only"
13733,27721,"LAME",391,2023-09-25,"Trim Only"
13733,27727,"LAME",18,2023-09-20,"Trim Only"
13733,27733,"LAME",442,2023-08-31,"Trim Only"
13733,27741,"LAME",20,2023-09-06,"WhiteLineDisease"
13733,27741,"LAME",48,2023-10-04,"WhiteLineDisease"
13733,27741,"LAME",76,2023-11-01,"WhiteLineDisease"
13733,27747,"LAME",338,2023-08-07,"Trim Only"
13733,27749,"LAME",419,2023-09-02,"Trim Only"
13733,27750,"LAME",497,2023-11-02,"Trim Only"
13733,27758,"LAME",408,2023-11-06,"Trim Only"
13733,27766,"LAME",298,2023-08-29,"Trim Only"
13733,27780,"LAME",410,2023-10-12,"Trim Only"
13733,27782,"LAME",481,2023-08-08,"Trim Only"
13733,27788,"LAME",73,2023-10-26,"Trim Only"
13733,27799,"LAME",373,2023-10-28,"Trim Only"
13733,27802,"LAME",439,2023-10-07,"Trim Only"
13733,27803,"LAME",367,2023-08-19,"Trim Only"
13733,27804,"LAME",432,2023-11-03,"Trim Only"
13733,27818,"LAME",419,2023-08-19,"Trim Only"
13733,27838,"LAME",385,2023-08-12,"WhiteLineDisease"
13733,27838,"LAME",5,2023-08-25,"WhiteLineDisease"
13733,27838,"LAME",40,2023-09-29,"WhiteLineDisease"
13733,27838,"LAME",52,2023-10-11,"WhiteLineDisease"
13733,27838,"LAME",78,2023-11-06,"WhiteLineDisease"
13733,27846,"LAME",24,2023-10-20,"WhiteLineDisease"
13733,27857,"LAME",59,2023-09-04,"Trim Only"
13733,27874,"LAME",51,2023-10-05,"Trim Only"
13733,27875,"LAME",463,2023-11-03,"Trim Only"
13733,27877,"LAME",361,2023-08-18,"Trim Only"
13733,27882,"LAME",88,2023-09-16,"WhiteLineDisease"
13733,27887,"LAME",89,2023-10-02,"WhiteLineDisease"
13733,27887,"LAME",117,2023-10-30,"WhiteLineDisease"
13733,27904,"LAME",370,2023-08-24,"Trim Only"
13733,27910,"LAME",374,2023-10-13,"Trim Only"
13733,27934,"LAME",338,2023-08-15,"Trim Only"
13733,27946,"LAME",407,2023-10-14,"Trim Only"
13733,27955,"LAME",77,2023-09-14,"Trim Only"
13733,27957,"LAME",114,2023-09-25,"Trim Only"
13733,27961,"LAME",75,2023-10-16,"WhiteLineDisease"
13733,27964,"LAME",447,2023-09-05,"Trim Only"
13733,27970,"LAME",374,2023-09-27,"Trim Only"
13733,27981,"LAME",108,2023-10-03,"Trim Only"
13733,27982,"LAME",57,2023-10-27,"Trim Only"
13733,27982,"LAME",61,2023-10-31,"Other"
13733,27990,"LAME",340,2023-08-22,"Trim Only"
13733,28002,"LAME",376,2023-08-28,"Trim Only"
13733,28007,"LAME",120,2023-10-20,"Trim Only"
13733,28011,"LAME",417,2023-08-15,"Trim Only"
13733,28012,"LAME",39,2023-10-17,"Trim Only"
13733,28017,"LAME",416,2023-08-29,"Trim Only"
13733,28018,"LAME",383,2023-10-07,"Trim Only"
13733,28018,"LAME",387,2023-10-11,"WhiteLineDisease"
13733,28019,"LAME",55,2023-09-22,"Trim Only"
13733,28021,"LAME",363,2023-10-06,"Trim Only"
13733,28024,"LAME",403,2023-09-20,"Trim Only"
13733,28025,"LAME",142,2023-10-06,"Trim Only"
13733,28031,"LAME",79,2023-08-08,"Trim Only"
13733,28044,"LAME",334,2023-10-11,"Trim Only"
13733,28045,"LAME",37,2023-09-30,"Trim Only"
13733,28049,"LAME",408,2023-08-23,"Trim Only"
13733,28050,"LAME",144,2023-11-06,"WhiteLineDisease"
13733,28061,"LAME",371,2023-10-02,"Trim Only"
13733,28065,"LAME",466,2023-10-30,"Trim Only"
13733,28072,"LAME",87,2023-09-28,"Trim Only"
13733,28074,"LAME",70,2023-10-16,"WhiteLineDisease"
13733,28080,"LAME",330,2023-09-26,"Trim Only"
13733,28096,"LAME",372,2023-09-09,"Trim Only"
13733,28135,"LAME",99,2023-11-06,"Trim Only"
13733,28137,"LAME",77,2023-09-18,"Trim Only"
13733,28138,"LAME",22,2023-09-09,"DigitalDermatitis"
13733,28138,"LAME",50,2023-10-07,"Trim Only"
13733,28172,"LAME",85,2023-09-01,"Trim Only"
13733,28177,"LAME",366,2023-08-05,"Trim Only"
13733,28190,"LAME",339,2023-08-10,"Trim Only"
13733,28195,"LAME",6,2023-09-12,"FootRot"
13733,28195,"LAME",7,2023-09-13,"Other"
13733,28201,"LAME",404,2023-09-16,"Trim Only"
13733,28221,"LAME",127,2023-10-19,"Trim Only"
13733,28223,"LAME",79,2023-09-27,"Trim Only"
13733,28223,"LAME",105,2023-10-23,"Trim Only"
13733,28228,"LAME",300,2023-08-17,"Trim Only"
13733,28234,"LAME",419,2023-09-08,"Trim Only"
13733,28237,"LAME",326,2023-09-25,"Trim Only"
13733,28237,"LAME",342,2023-10-11,"Trim Only"
13733,28240,"LAME",55,2023-10-06,"Trim Only"
13733,28240,"LAME",58,2023-10-09,"WhiteLineDisease"
13733,28240,"LAME",86,2023-11-06,"WhiteLineDisease"
13733,28244,"LAME",434,2023-08-26,"Trim Only"
13733,28261,"LAME",299,2023-08-16,"Trim Only"
13733,28263,"LAME",301,2023-08-12,"Trim Only"
13733,28272,"LAME",51,2023-09-20,"Other"
13733,28273,"LAME",56,2023-11-03,"WhiteLineDisease"
13733,28281,"LAME",381,2023-10-07,"Trim Only"
13733,28281,"LAME",384,2023-10-10,"Trim Only"
13733,28283,"LAME",47,2023-08-14,"WhiteLineDisease"
13733,28286,"LAME",299,2023-08-15,"Trim Only"
13733,28297,"LAME",433,2023-10-05,"Trim Only"
13733,28305,"LAME",412,2023-09-30,"Trim Only"
13733,28311,"LAME",411,2023-09-07,"Trim Only"
13733,28312,"LAME",493,2023-10-09,"Trim Only"
13733,28319,"LAME",410,2023-09-12,"Trim Only"
13733,28320,"LAME",341,2023-08-25,"Trim Only"
13733,28326,"LAME",49,2023-10-26,"Trim Only"
13733,28327,"LAME",377,2023-09-04,"Trim Only"
13733,28329,"LAME",437,2023-09-16,"Trim Only"
13733,28334,"LAME",458,2023-10-11,"Trim Only"
13733,28342,"LAME",325,2023-09-29,"Trim Only"
13733,28345,"LAME",344,2023-09-01,"Trim Only"
13733,28347,"LAME",338,2023-09-19,"Trim Only"
13733,28347,"LAME",370,2023-10-21,"Trim Only"
13733,28351,"LAME",319,2023-09-16,"Trim Only"
13733,28352,"LAME",54,2023-08-11,"WhiteLineDisease"
13733,28352,"LAME",110,2023-10-06,"WhiteLineDisease"
13733,28355,"LAME",379,2023-09-06,"Trim Only"
13733,28356,"LAME",19,2023-09-14,"FootRot"
13733,28356,"LAME",20,2023-09-15,"Other"
13733,28356,"LAME",48,2023-10-13,"Trim Only"
13733,28367,"LAME",379,2023-09-28,"Trim Only"
13733,28369,"LAME",77,2023-09-25,"Trim Only"
13733,28371,"LAME",350,2023-08-28,"Trim Only"
13733,28374,"LAME",396,2023-10-14,"Trim Only"
13733,28376,"LAME",45,2023-10-30,"SoleUlcer"
13733,28378,"LAME",15,2023-08-22,"WhiteLineDisease"
13733,28378,"LAME",43,2023-09-19,"Trim Only"
13733,28378,"LAME",50,2023-09-26,"Trim Only"
13733,28383,"LAME",479,2023-10-25,"Trim Only"
13733,28387,"LAME",296,2023-08-11,"Trim Only"
13733,28392,"LAME",317,2023-09-26,"Trim Only"
13733,28410,"LAME",6,2023-08-22,"WhiteLineDisease"
13733,28410,"LAME",52,2023-10-07,"WhiteLineDisease"
13733,28410,"LAME",65,2023-10-20,"WhiteLineDisease"
13733,28414,"LAME",72,2023-09-15,"Trim Only"
13733,28416,"LAME",387,2023-08-09,"Trim Only"
13733,28417,"LAME",425,2023-08-28,"Trim Only"
13733,28426,"LAME",382,2023-10-26,"WhiteLineDisease"
13733,28444,"LAME",298,2023-09-26,"WhiteLineDisease"
13733,28445,"LAME",458,2023-10-10,"Trim Only"
13733,28448,"LAME",392,2023-09-15,"Trim Only"
13733,28455,"LAME",90,2023-09-25,"Trim Only"
13733,28460,"LAME",387,2023-09-27,"Trim Only"
13733,28463,"LAME",37,2023-10-12,"Trim Only"
13733,28470,"LAME",399,2023-09-21,"Trim Only"
13733,28471,"LAME",397,2023-09-02,"Trim Only"
13733,28475,"LAME",428,2023-08-31,"Trim Only"
13733,28478,"LAME",386,2023-09-29,"Trim Only"
13733,28486,"LAME",54,2023-10-31,"Trim Only"
13733,28490,"LAME",17,2023-09-02,"WhiteLineDisease"
13733,28490,"LAME",44,2023-09-29,"WhiteLineDisease"
13733,28502,"LAME",376,2023-08-07,"Trim Only"
13733,28510,"LAME",385,2023-10-16,"Trim Only"
13733,28511,"LAME",361,2023-09-04,"Trim Only"
13733,28511,"LAME",389,2023-10-02,"WhiteLineDisease"
13733,28514,"LAME",8,2023-09-19,"FootRot"
13733,28514,"LAME",8,2023-09-19,"Other"
13733,28526,"LAME",1,2023-09-27,"WhiteLineDisease"
13733,28544,"LAME",342,2023-11-02,"Trim Only"
13733,28552,"LAME",18,2023-08-30,"Trim Only"
13733,28569,"LAME",378,2023-09-11,"Trim Only"
13733,28572,"LAME",383,2023-08-29,"Trim Only"
13733,28584,"LAME",293,2023-08-08,"Trim Only"
13733,28584,"LAME",3,2023-09-19,"Other"
13733,28590,"LAME",437,2023-10-14,"Trim Only"
13733,28592,"LAME",328,2023-08-10,"Trim Only"
13733,28596,"LAME",320,2023-08-05,"Trim Only"
13733,28606,"LAME",412,2023-11-07,"Trim Only"
13733,28609,"LAME",393,2023-08-19,"Trim Only"
13733,28615,"LAME",359,2023-10-02,"Trim Only"
13733,28619,"LAME",405,2023-10-05,"Trim Only"
13733,28623,"LAME",345,2023-08-21,"Trim Only"
13733,28628,"LAME",9,2023-09-02,"Trim Only"
13733,28629,"LAME",317,2023-08-22,"Trim Only"
13733,28634,"LAME",141,2023-09-19,"Trim Only"
13733,28641,"LAME",38,2023-11-02,"Trim Only"
13733,28647,"LAME",323,2023-09-18,"Trim Only"
13733,28649,"LAME",434,2023-11-04,"Trim Only"
13733,28656,"LAME",352,2023-09-01,"Trim Only"
13733,28657,"LAME",98,2023-11-06,"Trim Only"
13733,28659,"LAME",352,2023-08-09,"Trim Only"
13733,28662,"LAME",77,2023-10-02,"Trim Only"
13733,28665,"LAME",51,2023-09-12,"Trim Only"
13733,28665,"LAME",85,2023-10-16,"WhiteLineDisease"
13733,28670,"LAME",430,2023-10-12,"Trim Only"
13733,28674,"LAME",364,2023-09-30,"Trim Only"
13733,28686,"LAME",336,2023-08-14,"Trim Only"
13733,28690,"LAME",403,2023-09-07,"Trim Only"
13733,28702,"LAME",39,2023-09-26,"WhiteLineDisease"
13733,28705,"LAME",398,2023-10-17,"Trim Only"
13733,28708,"LAME",5,2023-09-01,"WhiteLineDisease"
13733,28714,"LAME",15,2023-10-09,"Trim Only"
13733,28716,"LAME",341,2023-10-10,"Trim Only"
13733,28719,"LAME",408,2023-09-19,"Trim Only"
13733,28722,"LAME",76,2023-10-03,"Trim Only"
13733,28732,"LAME",330,2023-09-22,"Trim Only"
13733,28738,"LAME",99,2023-10-23,"Trim Only"
13733,28753,"LAME",344,2023-09-23,"Trim Only"
13733,28755,"LAME",295,2023-08-10,"Trim Only"
13733,28763,"LAME",141,2023-11-03,"Trim Only"
13733,28763,"LAME",142,2023-11-04,"WhiteLineDisease"
13733,28770,"LAME",423,2023-09-20,"Trim Only"
13733,28773,"LAME",344,2023-08-05,"Trim Only"
13733,28786,"LAME",376,2023-08-17,"WhiteLineDisease"
13733,28786,"LAME",394,2023-09-04,"WhiteLineDisease"
13733,28786,"LAME",409,2023-09-19,"WhiteLineDisease"
13733,28786,"LAME",437,2023-10-17,"Trim Only"
13733,28786,"LAME",438,2023-10-18,"Trim Only"
13733,28787,"LAME",300,2023-08-24,"Trim Only"
13733,28788,"LAME",414,2023-09-14,"Trim Only"
13733,28790,"LAME",319,2023-10-21,"Trim Only"
13733,28797,"LAME",76,2023-09-25,"Trim Only"
13733,28799,"LAME",376,2023-10-12,"Trim Only"
13733,28803,"LAME",426,2023-09-26,"Trim Only"
13733,28817,"LAME",26,2023-09-05,"WhiteLineDisease"
13733,28817,"LAME",47,2023-09-26,"WhiteLineDisease"
13733,28817,"LAME",69,2023-10-18,"WhiteLineDisease"
13733,28818,"LAME",287,2023-09-14,"Trim Only"
13733,28819,"LAME",312,2023-08-31,"Trim Only"
13733,28822,"LAME",75,2023-10-21,"WhiteLineDisease"
13733,28825,"LAME",78,2023-10-06,"Trim Only"
13733,28831,"LAME",422,2023-10-09,"Trim Only"
13733,28832,"LAME",343,2023-08-12,"Trim Only"
13733,28838,"LAME",424,2023-10-19,"Trim Only"
13733,28840,"LAME",344,2023-08-11,"DigitalDermatitis"
13733,28842,"LAME",50,2023-10-06,"WhiteLineDisease"
13733,28842,"LAME",78,2023-11-03,"Trim Only"
13733,28842,"LAME",79,2023-11-04,"Trim Only"
13733,28847,"LAME",301,2023-10-21,"Trim Only"
13733,28859,"LAME",301,2023-09-28,"Trim Only"
13733,28871,"LAME",378,2023-08-07,"Trim Only"
13733,28876,"LAME",340,2023-08-25,"Trim Only"
13733,28884,"LAME",438,2023-11-07,"Trim Only"
13733,28889,"LAME",386,2023-08-28,"Trim Only"
13733,28893,"LAME",297,2023-09-22,"Trim Only"
13733,28905,"LAME",297,2023-08-23,"Trim Only"
13733,28906,"LAME",396,2023-09-14,"Other"
13733,28912,"LAME",385,2023-08-16,"Trim Only"
13733,28920,"LAME",65,2023-10-21,"Trim Only"
13733,28927,"LAME",394,2023-09-21,"Trim Only"
13733,28951,"LAME",300,2023-09-29,"Trim Only"
13733,28955,"LAME",338,2023-08-08,"Trim Only"
13733,28956,"LAME",21,2023-10-06,"Trim Only"
13733,28962,"LAME",401,2023-10-10,"Trim Only"
13733,28963,"LAME",416,2023-11-01,"Trim Only"
13733,28972,"LAME",450,2023-10-26,"Trim Only"
13733,28979,"LAME",319,2023-10-13,"Trim Only"
13733,28983,"LAME",39,2023-10-28,"Trim Only"
13733,28983,"LAME",42,2023-10-31,"WhiteLineDisease"
13733,28984,"LAME",421,2023-10-12,"Trim Only"
13733,28988,"LAME",398,2023-09-05,"Trim Only"
13733,28992,"LAME",374,2023-09-20,"Trim Only"
13733,29002,"LAME",354,2023-08-14,"DigitalDermatitis"
13733,29002,"LAME",390,2023-09-19,"Trim Only"
13733,29006,"LAME",32,2023-10-24,"Trim Only"
13733,29009,"LAME",297,2023-09-09,"Trim Only"
13733,29017,"LAME",399,2023-10-14,"Trim Only"
13733,29025,"LAME",302,2023-09-08,"Trim Only"
13733,29029,"LAME",330,2023-08-25,"WhiteLineDisease"
13733,29029,"LAME",350,2023-09-14,"WhiteLineDisease"
13733,29036,"LAME",336,2023-08-29,"Trim Only"
13733,29039,"LAME",385,2023-09-13,"Trim Only"
13733,29040,"LAME",303,2023-09-30,"Trim Only"
13733,29041,"LAME",364,2023-08-21,"Trim Only"
13733,29042,"LAME",86,2023-10-04,"Trim Only"
13733,29050,"LAME",300,2023-09-27,"Trim Only"
13733,29052,"LAME",67,2023-10-06,"WhiteLineDisease"
13733,29053,"LAME",299,2023-09-08,"Trim Only"
13733,29055,"LAME",325,2023-09-09,"Trim Only"
13733,29058,"LAME",296,2023-08-10,"Trim Only"
13733,29058,"LAME",11,2023-10-09,"WhiteLineDisease"
13733,29064,"LAME",295,2023-09-04,"Trim Only"
13733,29075,"LAME",315,2023-10-09,"Trim Only"
13733,29090,"LAME",352,2023-08-18,"Trim Only"
13733,29102,"LAME",446,2023-10-07,"Trim Only"
13733,29105,"LAME",437,2023-10-16,"Trim Only"
13733,29106,"LAME",356,2023-09-15,"Trim Only"
13733,29115,"LAME",340,2023-09-07,"Trim Only"
13733,29116,"LAME",429,2023-10-31,"Trim Only"
13733,29117,"LAME",299,2023-10-25,"Trim Only"
13733,29121,"LAME",342,2023-08-11,"DigitalDermatitis"
13733,29122,"LAME",300,2023-09-02,"Trim Only"
13733,29126,"LAME",33,2023-09-30,"WhiteLineDisease"
13733,29126,"LAME",61,2023-10-28,"WhiteLineDisease"
13733,29134,"LAME",337,2023-08-30,"Trim Only"
13733,29142,"LAME",369,2023-08-19,"Trim Only"
13733,29143,"LAME",365,2023-08-28,"Trim Only"
13733,29150,"LAME",365,2023-09-25,"Trim Only"
13733,29153,"LAME",365,2023-09-05,"Trim Only"
13733,29158,"LAME",302,2023-09-01,"Trim Only"
13733,29159,"LAME",297,2023-08-09,"Trim Only"
13733,29161,"LAME",301,2023-08-18,"Trim Only"
13733,29164,"LAME",342,2023-08-07,"Trim Only"
13733,29164,"LAME",23,2023-10-30,"WhiteLineDisease"
13733,29167,"LAME",404,2023-09-11,"Trim Only"
13733,29186,"LAME",393,2023-09-15,"Trim Only"
13733,29190,"LAME",396,2023-09-14,"Trim Only"
13733,29191,"LAME",299,2023-09-07,"Trim Only"
13733,29191,"LAME",1,2023-10-30,"WhiteLineDisease"
13733,29199,"LAME",344,2023-09-12,"Trim Only"
13733,29200,"LAME",298,2023-08-08,"Trim Only"
13733,29201,"LAME",58,2023-09-29,"Trim Only"
13733,29204,"LAME",295,2023-08-24,"Trim Only"
13733,29209,"LAME",57,2023-09-29,"Trim Only"
13733,29214,"LAME",37,2023-10-13,"WhiteLineDisease"
13733,29221,"LAME",298,2023-08-22,"Trim Only"
13733,29222,"LAME",299,2023-08-05,"Trim Only"
13733,29222,"LAME",54,2023-11-03,"Trim Only"
13733,29227,"LAME",84,2023-09-29,"Trim Only"
13733,29229,"LAME",343,2023-10-11,"Trim Only"
13733,29230,"LAME",298,2023-08-16,"Trim Only"
13733,29231,"LAME",40,2023-10-18,"Other"
13733,29238,"LAME",386,2023-08-31,"Trim Only"
13733,29240,"LAME",367,2023-09-23,"Trim Only"
13733,29242,"LAME",363,2023-11-07,"Trim Only"
13733,29250,"LAME",380,2023-10-16,"Trim Only"
13733,29257,"LAME",343,2023-09-21,"Trim Only"
13733,29259,"LAME",341,2023-10-18,"Trim Only"
13733,29264,"LAME",362,2023-09-18,"Trim Only"
13733,29268,"LAME",301,2023-08-05,"Trim Only"
13733,29268,"LAME",6,2023-09-27,"FootRot"
13733,29268,"LAME",6,2023-09-27,"Other"
13733,29270,"LAME",303,2023-08-24,"FootRot"
13733,29270,"LAME",304,2023-08-25,"Other"
13733,29270,"LAME",326,2023-09-16,"Trim Only"
13733,29272,"LAME",337,2023-09-04,"Trim Only"
13733,29274,"LAME",301,2023-08-23,"Trim Only"
13733,29278,"LAME",364,2023-08-11,"Trim Only"
13733,29284,"LAME",320,2023-09-13,"Trim Only"
13733,29285,"LAME",319,2023-08-29,"Trim Only"
13733,29287,"LAME",349,2023-09-05,"Trim Only"
13733,29288,"LAME",40,2023-10-20,"Trim Only"
13733,29291,"LAME",356,2023-10-28,"WhiteLineDisease"
13733,29291,"LAME",358,2023-10-30,"Trim Only"
13733,29292,"LAME",319,2023-09-26,"Trim Only"
13733,29296,"LAME",320,2023-08-12,"Trim Only"
13733,29296,"LAME",12,2023-10-19,"Trim Only"
13733,29298,"LAME",341,2023-08-05,"Trim Only"
13733,29303,"LAME",341,2023-09-07,"Trim Only"
13733,29304,"LAME",343,2023-08-26,"Trim Only"
13733,29306,"LAME",328,2023-08-30,"Trim Only"
13733,29307,"LAME",302,2023-08-25,"Trim Only"
13733,29309,"LAME",301,2023-10-20,"Trim Only"
13733,29312,"LAME",324,2023-09-22,"Trim Only"
13733,29313,"LAME",385,2023-10-30,"Trim Only"
13733,29314,"LAME",324,2023-08-24,"Trim Only"
13733,29317,"LAME",298,2023-09-09,"Trim Only"
13733,29320,"LAME",314,2023-09-06,"Trim Only"
13733,29321,"LAME",340,2023-10-21,"Trim Only"
13733,29328,"LAME",343,2023-09-23,"Trim Only"
13733,29332,"LAME",365,2023-09-29,"Trim Only"
13733,29333,"LAME",344,2023-08-12,"Trim Only"
13733,29334,"LAME",296,2023-08-08,"Trim Only"
13733,29335,"LAME",297,2023-09-25,"Trim Only"
13733,29336,"LAME",387,2023-09-20,"Trim Only"
13733,29337,"LAME",300,2023-10-14,"Trim Only"
13733,29339,"LAME",296,2023-09-14,"Trim Only"
