"Farm","cowid","Leave_Date"
13733,16314,2023-10-20
13733,16345,2023-08-14
13733,16348,2023-09-11
13733,16357,2023-10-25
13733,16475,2023-10-12
13733,16521,2023-09-26
13733,16557,2023-09-04
13733,16576,2023-10-16
13733,16579,2023-10-23
13733,16583,2023-08-25
13733,16586,2023-09-06
13733,16616,2023-08-17
13733,16692,2023-10-30
13733,16704,2023-08-24
13733,16761,2023-08-24
13733,16828,2023-10-12
13733,16899,2023-10-23
13733,17013,2023-08-21
13733,17021,2023-08-31
13733,17097,2023-10-19
13733,17122,2023-10-12
13733,17184,2023-09-04
13733,17192,2023-10-06
13733,17193,2023-08-17
13733,17293,2023-10-09
13733,17340,2023-09-25
13733,17343,2023-10-26
13733,17410,2023-10-30
13733,17423,2023-09-04
13733,17447,2023-09-05
13733,17504,2023-08-24
13733,17625,2023-09-04
13733,17627,2023-11-02
13733,17656,2023-09-11
13733,17662,2023-10-20
13733,17687,2023-08-17
13733,17700,2023-09-18
13733,17721,2023-09-14
13733,17733,2023-10-30
13733,17744,2023-08-10
13733,17753,2023-08-14
13733,17762,2023-09-19
13733,17783,2023-09-14
13733,17784,2023-09-18
13733,17799,2023-08-17
13733,17807,2023-10-23
13733,17811,2023-10-24
13733,17839,2023-10-16
13733,17840,2023-08-30
13733,17890,2023-09-25
13733,17900,2023-08-24
13733,18082,2023-08-17
13733,18149,2023-08-24
13733,18176,2023-09-04
13733,18244,2023-09-28
13733,18268,2023-09-21
13733,18311,2023-08-17
13733,18353,2023-10-19
13733,18361,2023-08-24
13733,18367,2023-10-06
13733,18369,2023-08-31
13733,18417,2023-08-14
13733,18428,2023-09-21
13733,18458,2023-09-28
13733,18701,2023-10-26
13733,18761,2023-10-26
13733,18805,2023-09-01
13733,18810,2023-09-29
13733,18860,2023-08-24
13733,18872,2023-10-23
13733,18883,2023-10-23
13733,18900,2023-09-04
13733,18903,2023-08-11
13733,18909,2023-08-14
13733,18927,2023-10-12
13733,18935,2023-08-24
13733,18942,2023-09-11
13733,18967,2023-10-23
13733,19088,2023-09-08
13733,19141,2023-08-17
13733,19153,2023-08-24
13733,19161,2023-09-28
13733,19163,2023-08-28
13733,19193,2023-09-07
13733,19220,2023-09-05
13733,19234,2023-08-24
13733,19244,2023-10-30
13733,19250,2023-10-02
13733,19275,2023-08-24
13733,19276,2023-10-12
13733,19281,2023-09-04
13733,19285,2023-09-28
13733,19315,2023-10-30
13733,19316,2023-08-28
13733,19322,2023-08-16
13733,19327,2023-10-02
13733,19345,2023-08-17
13733,19363,2023-09-07
13733,19365,2023-09-06
13733,19430,2023-09-07
13733,19487,2023-10-19
13733,19492,2023-11-02
13733,19514,2023-10-30
13733,19539,2023-08-24
13733,19600,2023-09-19
13733,19618,2023-08-28
13733,19631,2023-11-07
13733,19634,2023-10-23
13733,19635,2023-10-02
13733,19687,2023-11-07
13733,19736,2023-10-26
13733,19738,2023-10-16
13733,19762,2023-09-08
13733,19788,2023-09-21
13733,19792,2023-10-02
13733,19802,2023-10-16
13733,19824,2023-09-22
13733,19827,2023-10-12
13733,19837,2023-09-18
13733,19880,2023-10-23
13733,19909,2023-09-04
13733,19958,2023-10-30
13733,19960,2023-11-02
13733,20006,2023-09-28
13733,20060,2023-09-25
13733,20076,2023-08-28
13733,20105,2023-10-23
13733,20122,2023-09-26
13733,20177,2023-10-09
13733,20185,2023-09-11
13733,20186,2023-08-07
13733,20238,2023-09-21
13733,20246,2023-08-10
13733,20258,2023-10-16
13733,20275,2023-08-24
13733,20292,2023-08-10
13733,20326,2023-10-16
13733,20331,2023-08-23
13733,20344,2023-10-09
13733,20395,2023-08-17
13733,20419,2023-10-30
13733,20433,2023-08-16
13733,20487,2023-10-09
13733,20502,2023-10-26
13733,20549,2023-10-24
13733,20562,2023-09-11
13733,20568,2023-09-28
13733,20574,2023-08-28
13733,20583,2023-09-25
13733,20585,2023-10-02
13733,20606,2023-09-25
13733,20664,2023-08-08
13733,20697,2023-08-11
13733,20744,2023-09-21
13733,20806,2023-11-02
13733,20889,2023-09-11
13733,20909,2023-10-31
13733,20932,2023-08-17
13733,20957,2023-09-07
13733,21060,2023-10-30
13733,21101,2023-09-07
13733,21106,2023-08-10
13733,21188,2023-10-02
13733,21246,2023-10-09
13733,21258,2023-10-10
13733,21306,2023-09-11
13733,21313,2023-11-06
13733,21339,2023-09-25
13733,21351,2023-08-06
13733,21363,2023-10-05
13733,21364,2023-09-21
13733,21387,2023-09-21
13733,21391,2023-11-03
13733,21392,2023-09-13
13733,21393,2023-10-26
13733,21402,2023-09-15
13733,21406,2023-11-06
13733,21429,2023-10-30
13733,21437,2023-09-18
13733,21446,2023-09-25
13733,21480,2023-08-07
13733,21486,2023-08-11
13733,21525,2023-10-23
13733,21538,2023-10-30
13733,21555,2023-10-19
13733,21660,2023-08-17
13733,21688,2023-09-29
13733,21704,2023-10-17
13733,21705,2023-08-13
13733,21708,2023-08-09
13733,21741,2023-09-29
13733,21754,2023-08-21
13733,21794,2023-10-30
13733,21796,2023-08-17
13733,21921,2023-10-30
13733,21961,2023-08-17
13733,21984,2023-08-24
13733,22075,2023-08-08
13733,22129,2023-10-25
13733,22176,2023-08-10
13733,22200,2023-08-23
13733,22265,2023-09-25
13733,22369,2023-11-07
13733,22387,2023-09-12
13733,22396,2023-10-24
13733,22497,2023-09-18
13733,22531,2023-10-30
13733,22555,2023-10-03
13733,22598,2023-09-25
13733,22636,2023-10-09
13733,22792,2023-10-18
13733,22794,2023-09-07
13733,22958,2023-08-24
13733,22992,2023-09-21
13733,23008,2023-09-04
13733,23010,2023-09-14
13733,23013,2023-10-30
13733,23019,2023-09-21
13733,23044,2023-09-14
13733,23095,2023-10-23
13733,23120,2023-08-22
13733,23139,2023-08-10
13733,23141,2023-09-05
13733,23143,2023-09-11
13733,23156,2023-11-06
13733,23157,2023-09-14
13733,23167,2023-09-28
13733,23182,2023-09-22
13733,23209,2023-10-02
13733,23313,2023-08-21
13733,23315,2023-08-17
13733,23325,2023-09-26
13733,23355,2023-09-18
13733,23402,2023-08-17
13733,23412,2023-09-14
13733,23423,2023-09-18
13733,23460,2023-10-30
13733,23513,2023-08-21
13733,23517,2023-09-18
13733,23557,2023-09-25
13733,23606,2023-10-31
13733,23619,2023-10-05
13733,23623,2023-09-21
13733,23630,2023-10-20
13733,23641,2023-08-17
13733,23749,2023-10-31
13733,23756,2023-08-29
13733,23818,2023-08-18
13733,23831,2023-09-21
13733,23896,2023-08-14
13733,23930,2023-11-02
13733,23947,2023-10-09
13733,24024,2023-10-05
13733,24060,2023-10-20
13733,24071,2023-08-07
13733,24075,2023-09-19
13733,24090,2023-10-02
13733,24120,2023-09-11
13733,24129,2023-10-31
13733,24133,2023-11-02
13733,24137,2023-09-05
13733,24178,2023-08-26
13733,24199,2023-10-03
13733,24218,2023-10-13
13733,24227,2023-10-16
13733,24246,2023-08-14
13733,24279,2023-09-14
13733,24299,2023-08-07
13733,24300,2023-09-15
13733,24326,2023-10-02
13733,24344,2023-09-04
13733,24354,2023-10-02
13733,24369,2023-09-28
13733,24423,2023-09-27
13733,24432,2023-10-26
13733,24446,2023-08-31
13733,24455,2023-11-02
13733,24465,2023-09-18
13733,24520,2023-10-10
13733,24544,2023-08-17
13733,24587,2023-09-21
13733,24597,2023-09-06
13733,24618,2023-09-21
13733,24721,2023-09-21
13733,24739,2023-11-01
13733,24765,2023-11-03
13733,24780,2023-09-21
13733,24804,2023-08-31
13733,24808,2023-09-21
13733,24819,2023-10-11
13733,24843,2023-08-07
13733,24868,2023-09-28
13733,24881,2023-09-11
13733,24888,2023-09-15
13733,24889,2023-08-17
13733,24898,2023-08-31
13733,24899,2023-10-23
13733,24902,2023-10-19
13733,24916,2023-10-05
13733,24917,2023-10-26
13733,24941,2023-08-17
13733,24949,2023-10-26
13733,24957,2023-08-30
13733,25010,2023-10-05
13733,25018,2023-11-02
13733,25041,2023-09-11
13733,25109,2023-09-08
13733,25112,2023-10-05
13733,25140,2023-10-12
13733,25141,2023-09-21
13733,25145,2023-09-21
13733,25175,2023-09-05
13733,25188,2023-10-19
13733,25240,2023-08-23
13733,25245,2023-10-09
13733,25255,2023-10-12
13733,25276,2023-09-06
13733,25296,2023-09-11
13733,25316,2023-09-18
13733,25327,2023-09-22
13733,25331,2023-09-18
13733,25347,2023-10-19
13733,25351,2023-09-21
13733,25357,2023-08-17
13733,25368,2023-09-04
13733,25389,2023-09-04
13733,25408,2023-09-28
13733,25447,2023-10-26
13733,25457,2023-08-21
13733,25463,2023-08-24
13733,25506,2023-10-18
13733,25522,2023-10-09
13733,25540,2023-09-14
13733,25562,2023-10-31
13733,25602,2023-10-06
13733,25639,2023-08-15
13733,25685,2023-09-27
13733,25687,2023-09-11
13733,25719,2023-09-14
13733,25728,2023-10-30
13733,25742,2023-09-14
13733,25745,2023-08-21
13733,25790,2023-09-18
13733,25794,2023-10-20
13733,25797,2023-09-21
13733,25826,2023-09-01
13733,25832,2023-10-19
13733,25835,2023-10-10
13733,25857,2023-09-14
13733,25859,2023-09-14
13733,25891,2023-09-07
13733,25928,2023-09-10
13733,25948,2023-08-17
13733,25994,2023-08-24
13733,26017,2023-10-30
13733,26021,2023-09-25
13733,26036,2023-09-14
13733,26037,2023-08-21
13733,26051,2023-10-05
13733,26052,2023-09-14
13733,26073,2023-09-14
13733,26098,2023-08-28
13733,26102,2023-09-07
13733,26170,2023-09-14
13733,26187,2023-08-16
13733,26191,2023-10-26
13733,26244,2023-09-11
13733,26253,2023-08-07
13733,26260,2023-09-11
13733,26261,2023-10-11
13733,26292,2023-09-07
13733,26381,2023-11-06
13733,26394,2023-10-05
13733,26412,2023-09-14
13733,26465,2023-09-11
13733,26495,2023-08-22
13733,26499,2023-10-23
13733,26503,2023-08-18
13733,26506,2023-08-07
13733,26515,2023-09-22
13733,26517,2023-08-17
13733,26529,2023-08-08
13733,26557,2023-08-08
13733,26571,2023-09-28
13733,26582,2023-10-26
13733,26607,2023-10-16
13733,26642,2023-10-02
13733,26645,2023-11-02
13733,26666,2023-09-27
13733,26690,2023-08-15
13733,26711,2023-08-17
13733,26724,2023-08-17
13733,26732,2023-09-27
13733,26744,2023-10-16
13733,26749,2023-10-19
13733,26760,2023-08-16
13733,26767,2023-08-17
13733,26812,2023-10-30
13733,26872,2023-10-23
13733,26879,2023-09-11
13733,26969,2023-10-30
13733,26974,2023-09-28
13733,27023,2023-09-11
13733,27033,2023-08-31
13733,27045,2023-09-11
13733,27084,2023-09-25
13733,27086,2023-10-30
13733,27098,2023-09-19
13733,27139,2023-09-01
13733,27174,2023-08-17
13733,27179,2023-09-21
13733,27206,2023-09-14
13733,27208,2023-08-17
13733,27217,2023-08-29
13733,27224,2023-09-21
13733,27248,2023-09-08
13733,27258,2023-08-14
13733,27287,2023-09-05
13733,27356,2023-10-05
13733,27382,2023-09-14
13733,27410,2023-10-11
13733,27412,2023-10-17
13733,27496,2023-08-30
13733,27504,2023-09-28
13733,27537,2023-08-17
13733,27540,2023-08-22
13733,27552,2023-09-14
13733,27561,2023-09-05
13733,27562,2023-08-17
13733,27625,2023-10-23
13733,27677,2023-09-13
13733,27698,2023-10-05
13733,27703,2023-10-19
13733,27715,2023-10-27
13733,27720,2023-10-06
13733,27735,2023-08-17
13733,27827,2023-09-11
13733,27843,2023-08-17
13733,27869,2023-08-21
13733,27884,2023-08-22
13733,27964,2023-10-28
13733,27982,2023-11-06
13733,27989,2023-08-14
13733,27990,2023-09-25
13733,28019,2023-09-27
13733,28030,2023-10-18
13733,28040,2023-10-30
13733,28058,2023-09-01
13733,28076,2023-08-17
13733,28152,2023-08-09
13733,28154,2023-08-21
13733,28166,2023-09-01
13733,28171,2023-08-31
13733,28172,2023-10-02
13733,28199,2023-08-24
13733,28218,2023-09-14
13733,28221,2023-11-02
13733,28272,2023-09-21
13733,28277,2023-10-31
13733,28294,2023-10-09
13733,28330,2023-08-14
13733,28332,2023-09-05
13733,28336,2023-08-28
13733,28368,2023-08-14
13733,28372,2023-10-13
13733,28380,2023-08-08
13733,28444,2023-09-28
13733,28445,2023-10-30
13733,28451,2023-08-10
13733,28452,2023-08-07
13733,28472,2023-10-03
13733,28506,2023-08-10
13733,28511,2023-10-13
13733,28587,2023-09-19
13733,28602,2023-11-01
13733,28627,2023-11-02
13733,28647,2023-11-01
13733,28663,2023-10-09
13733,28665,2023-10-30
13733,28693,2023-08-07
13733,28717,2023-08-22
13733,28731,2023-09-11
13733,28748,2023-09-05
13733,28771,2023-10-17
13733,28819,2023-10-12
13733,28827,2023-10-05
13733,28840,2023-09-11
13733,28895,2023-10-30
13733,28909,2023-08-07
13733,28966,2023-09-14
13733,29019,2023-09-04
13733,29054,2023-08-10
13733,29081,2023-09-07
13733,29084,2023-09-14
13733,29090,2023-09-21
13733,29101,2023-11-06
13733,29193,2023-09-01
13733,29231,2023-10-27
13733,29265,2023-08-21
13733,29285,2023-10-13
13733,29316,2023-09-14
13733,29351,2023-08-28
13733,29430,2023-08-31
13733,29440,2023-09-18
13733,29449,2023-10-16
13733,29475,2023-10-06
13733,29493,2023-09-28
13733,29501,2023-10-23
13733,29522,2023-08-31
13733,29532,2023-09-18
13733,29543,2023-09-20
13733,29587,2023-08-24
13733,29617,2023-10-09
13733,29631,2023-09-12
13733,29633,2023-09-14
13733,29668,2023-08-15
13733,29731,2023-10-05
13733,29775,2023-09-11
13733,29777,2023-08-17
13733,29788,2023-11-01
13733,29841,2023-10-23
13733,29843,2023-10-13
13733,29845,2023-09-02
13733,29857,2023-08-28
13733,29868,2023-10-11
13733,29929,2023-11-02
13733,29967,2023-09-21
13733,29992,2023-09-14
13733,30021,2023-09-26
13733,30070,2023-10-12
13733,30080,2023-09-11
13733,30095,2023-08-18
13733,30112,2023-10-11
13733,30116,2023-08-25
13733,30125,2023-10-30
13733,30150,2023-10-19
13733,30158,2023-11-03
13733,30208,2023-09-25
13733,30228,2023-09-13
13733,30230,2023-09-30
13733,30232,2023-08-28
13733,30240,2023-10-21
13733,30252,2023-10-09
13733,30314,2023-08-17
13733,30318,2023-08-21
13733,30353,2023-09-25
13733,30355,2023-08-25
13733,30357,2023-10-07
13733,30365,2023-10-06
13733,30402,2023-10-17
13733,30501,2023-10-18
13733,30502,2023-10-12
13733,30520,2023-08-10
13733,30573,2023-11-06
13733,30609,2023-10-18
13733,30699,2023-10-12
13733,30703,2023-09-25
13733,30724,2023-10-11
13733,30736,2023-09-29
13733,30748,2023-08-28
13733,30773,2023-08-17
13733,30790,2023-08-28
13733,30852,2023-09-28
13733,30871,2023-08-24
13733,30872,2023-08-21
13733,30878,2023-09-01
13733,30886,2023-09-01
13733,30921,2023-10-05
13733,30928,2023-11-02
13733,30959,2023-10-23
13733,30965,2023-11-02
13733,30990,2023-08-25
13733,31017,2023-10-04
13733,31047,2023-08-21
13733,31065,2023-08-07
13733,31100,2023-09-25
13733,31131,2023-09-21
13733,31149,2023-08-25
13733,31179,2023-09-21
13733,31217,2023-10-09
13733,31222,2023-09-05
13733,31265,2023-09-07
13733,31288,2023-09-28
13733,31321,2023-10-30
13733,31358,2023-09-25
13733,31389,2023-11-06
13733,31403,2023-08-23
13733,31406,2023-08-11
13733,31457,2023-10-05
13733,31459,2023-08-22
13733,31483,2023-09-18
13733,31508,2023-10-30
13733,31525,2023-10-05
13733,31574,2023-10-19
13733,31668,2023-08-29
13733,31789,2023-11-06
13733,31845,2023-10-20
13733,31862,2023-08-25
13733,31903,2023-10-30
13733,31994,2023-09-27
13733,31996,2023-09-08
13733,32001,2023-08-16
13733,32005,2023-08-14
13733,32015,2023-10-30
13733,32020,2023-08-14
13733,32053,2023-08-22
13733,32145,2023-10-11
13733,32210,2023-08-28
13733,32222,2023-10-30
13733,32283,2023-08-31
13733,32290,2023-10-13
13733,32306,2023-11-06
13733,32350,2023-09-28
13733,32380,2023-08-18
13733,32431,2023-10-26
13733,32432,2023-10-26
13733,32463,2023-10-31
13733,32520,2023-10-30
13733,32525,2023-09-15
13733,32530,2023-11-02
13733,32533,2023-09-11
13733,32559,2023-08-23
13733,32570,2023-10-12
13733,32572,2023-08-11
13733,32578,2023-11-02
13733,32593,2023-10-20
13733,32599,2023-09-27
13733,32633,2023-10-23
13733,32655,2023-10-31
13733,32762,2023-08-07
13733,32777,2023-09-02
13733,32791,2023-09-21
13733,32825,2023-08-20
13733,32843,2023-08-08
13733,32856,2023-11-07
13733,32881,2023-10-05
13733,32933,2023-09-29
13733,32938,2023-08-10
13733,32961,2023-10-25
13733,32962,2023-10-26
13733,32976,2023-09-23
13733,32982,2023-09-07
13733,33065,2023-09-26
13733,33073,2023-10-27
13733,33079,2023-08-31
13733,33085,2023-10-09
13733,33088,2023-09-14
13733,33103,2023-09-06
13733,33112,2023-10-06
13733,33217,2023-11-02
13733,33255,2023-08-23
13733,33276,2023-10-02
13733,33277,2023-10-03
13733,33290,2023-08-20
13733,33310,2023-09-11
13733,33331,2023-10-06
13733,33337,2023-08-05
13733,33357,2023-10-06
13733,33394,2023-09-21
13733,33425,2023-08-20
13733,33440,2023-09-28
13733,33463,2023-08-23
13733,33525,2023-10-04
13733,33544,2023-10-24
13733,33545,2023-09-11
13733,33562,2023-09-05
13733,33563,2023-11-02
13733,33597,2023-09-21
13733,33598,2023-08-25
13733,33608,2023-09-01
13733,33618,2023-09-18
13733,33620,2023-09-14
13733,33755,2023-09-28
13733,33758,2023-08-21
13733,33815,2023-10-31
13733,33820,2023-10-19
13733,33845,2023-09-04
13733,33856,2023-08-17
13733,33912,2023-10-30
13733,33985,2023-10-09
13733,34008,2023-09-28
13733,34053,2023-08-28
13733,34055,2023-11-07
13733,34060,2023-09-04
13733,34078,2023-09-18
13733,34101,2023-09-04
13733,34102,2023-08-28
13733,34113,2023-10-09
13733,34119,2023-10-10
13733,34121,2023-09-05
13733,34147,2023-09-04
13733,34177,2023-09-12
13733,34195,2023-08-28
13733,34196,2023-11-06
13733,34201,2023-09-28
13733,34212,2023-09-07
13733,34217,2023-10-02
13733,34242,2023-09-01
13733,34259,2023-10-23
13733,34263,2023-09-06
13733,34295,2023-11-02
13733,34297,2023-09-28
13733,34410,2023-09-12
13733,34422,2023-08-31
13733,34423,2023-08-31
13733,34424,2023-08-10
13733,34425,2023-10-16
13733,34433,2023-10-12
13733,34440,2023-08-31
13733,34442,2023-08-24
13733,34451,2023-08-24
13733,34453,2023-08-28
13733,34463,2023-10-09
13733,34478,2023-09-21
13733,34568,2023-09-25
13733,34630,2023-10-30
13733,34650,2023-09-13
13733,34701,2023-10-02
13733,34703,2023-09-06
13733,34704,2023-09-21
13733,34713,2023-11-03
13733,34767,2023-08-24
13733,34806,2023-10-09
13733,34826,2023-10-06
13733,34828,2023-08-24
13733,34846,2023-08-24
13733,34866,2023-10-30
13733,34874,2023-09-14
13733,34917,2023-09-15
13733,34959,2023-10-05
13733,34981,2023-08-21
13733,34992,2023-10-09
13733,35014,2023-09-13
13733,35077,2023-10-30
13733,35141,2023-11-06
13733,35160,2023-08-24
13733,35202,2023-09-07
13733,35233,2023-11-02
13733,35248,2023-08-31
13733,35293,2023-10-23
13733,35310,2023-08-24
13733,35355,2023-09-12
13733,35375,2023-10-25
13733,35377,2023-11-02
13733,35428,2023-10-19
13733,35447,2023-11-02
13733,35454,2023-10-19
13733,35477,2023-08-31
13733,35484,2023-10-19
13733,35509,2023-08-10
13733,35627,2023-11-02
13733,35629,2023-08-31
13733,35641,2023-08-24
13733,35678,2023-10-19
13733,35721,2023-08-24
13733,35767,2023-08-24
13733,35784,2023-08-24
13733,35842,2023-08-24
13733,35857,2023-08-07
13733,35862,2023-08-24
13733,35878,2023-08-31
13733,35956,2023-09-21
13733,35963,2023-11-02
13733,35999,2023-09-21
13733,36035,2023-08-24
13733,36129,2023-09-21
13733,36182,2023-08-21
13733,36235,2023-08-10
13733,36245,2023-08-16
13733,36268,2023-08-10
13733,36277,2023-08-31
13733,36278,2023-08-10
13733,36312,2023-08-10
13733,36352,2023-08-10
13733,36369,2023-08-10
13733,36380,2023-08-10
13733,36389,2023-10-16
13733,36392,2023-08-10
13733,36404,2023-08-10
13733,36410,2023-08-10
13733,36465,2023-08-10
13733,36474,2023-08-10
13733,36479,2023-08-10
13733,36502,2023-08-10
13733,36513,2023-08-10
13733,36531,2023-08-10
13733,36534,2023-08-10
13733,36548,2023-08-10
13733,36559,2023-08-10
13733,36567,2023-08-10
13733,36576,2023-08-10
13733,36591,2023-08-10
13733,36611,2023-08-11
13733,36617,2023-08-16
13733,36619,2023-08-11
13733,36623,2023-08-16
13733,36633,2023-08-11
13733,36646,2023-08-11
13733,36689,2023-08-11
13733,36695,2023-08-16
13733,36708,2023-08-11
13733,36717,2023-08-11
13733,36727,2023-08-11
13733,36743,2023-08-11
13733,36749,2023-08-11
13733,36758,2023-11-02
13733,36771,2023-11-02
13733,36774,2023-08-11
13733,36785,2023-08-11
13733,36798,2023-08-11
13733,36800,2023-08-11
13733,36801,2023-08-11
13733,36832,2023-08-11
13733,36866,2023-08-11
13733,36889,2023-08-11
13733,36898,2023-08-11
13733,36938,2023-08-11
13733,36940,2023-08-11
13733,36948,2023-08-11
13733,36956,2023-08-11
13733,36963,2023-08-11
13733,36980,2023-08-16
13733,36981,2023-08-11
13733,37015,2023-08-11
13733,37025,2023-08-11
13733,37027,2023-08-11
13733,37033,2023-08-11
13733,37034,2023-08-16
13733,37037,2023-08-16
13733,37058,2023-08-11
13733,37073,2023-08-11
13733,37086,2023-08-11
13733,37104,2023-08-11
13733,37105,2023-08-11
13733,37111,2023-08-11
13733,37114,2023-08-11
13733,37126,2023-08-11
13733,37138,2023-08-11
13733,37139,2023-08-11
13733,37171,2023-08-11
13733,37173,2023-08-11
13733,37222,2023-08-11
13733,37228,2023-08-11
13733,37231,2023-08-11
13733,37235,2023-08-11
13733,37240,2023-08-11
13733,37241,2023-08-11
13733,37243,2023-08-11
13733,37259,2023-11-04
13733,37263,2023-08-11
13733,37267,2023-08-11
13733,37290,2023-08-11
13733,37295,2023-08-11
13733,37298,2023-08-11
13733,37308,2023-10-16
13733,37314,2023-08-11
13733,37319,2023-08-11
13733,37326,2023-08-11
13733,37329,2023-08-11
13733,37339,2023-08-11
13733,37357,2023-08-11
13733,37359,2023-08-11
13733,37378,2023-08-11
13733,37385,2023-08-11
13733,37402,2023-08-16
13733,37417,2023-08-11
13733,37421,2023-08-11
13733,37449,2023-08-11
13733,37458,2023-08-11
13733,37463,2023-08-11
13733,37465,2023-08-11
13733,37474,2023-08-16
13733,37493,2023-08-11
13733,37511,2023-08-11
13733,37524,2023-08-11
13733,37528,2023-08-11
13733,37535,2023-08-11
13733,37536,2023-08-11
13733,37546,2023-08-11
13733,37552,2023-08-11
13733,37567,2023-08-11
13733,37575,2023-08-11
13733,37581,2023-08-16
13733,37588,2023-08-11
13733,37589,2023-08-11
13733,37600,2023-08-11
13733,37603,2023-08-11
13733,37610,2023-08-11
13733,37618,2023-08-11
13733,37623,2023-08-11
13733,37632,2023-08-11
13733,37649,2023-08-11
13733,37650,2023-08-11
13733,37658,2023-08-17
13733,37661,2023-08-11
13733,37667,2023-08-11
13733,37669,2023-08-11
13733,37677,2023-08-11
13733,37678,2023-08-16
13733,37683,2023-08-11
13733,37702,2023-08-11
13733,37705,2023-08-11
13733,37707,2023-08-11
13733,37731,2023-10-19
13733,37738,2023-08-11
13733,37743,2023-08-11
13733,37746,2023-08-11
13733,37774,2023-08-16
13733,37781,2023-08-11
13733,37784,2023-08-16
13733,37791,2023-08-16
13733,37793,2023-09-21
13733,37800,2023-08-11
13733,37803,2023-08-11
13733,37808,2023-08-11
13733,37810,2023-08-11
13733,37812,2023-08-11
13733,37818,2023-08-11
13733,37824,2023-08-11
13733,37829,2023-08-11
13733,37855,2023-08-11
13733,37865,2023-08-11
13733,37886,2023-08-11
13733,37887,2023-08-11
13733,37894,2023-10-16
13733,37897,2023-08-11
13733,37901,2023-08-11
13733,37905,2023-08-11
13733,37914,2023-08-11
13733,37923,2023-08-11
13733,37947,2023-08-11
13733,37953,2023-08-11
13733,37960,2023-08-11
13733,37962,2023-08-11
13733,37963,2023-08-11
13733,37968,2023-08-11
13733,37989,2023-08-17
13733,37990,2023-10-16
13733,37992,2023-08-11
13733,38004,2023-08-11
13733,38009,2023-08-11
13733,38027,2023-08-11
13733,38032,2023-08-11
13733,38047,2023-08-11
13733,38051,2023-08-11
13733,38077,2023-08-11
13733,38081,2023-08-16
13733,38089,2023-08-11
13733,38092,2023-08-11
13733,38112,2023-08-11
13733,38115,2023-08-11
13733,38121,2023-08-11
13733,38133,2023-08-11
13733,38143,2023-08-11
13733,38144,2023-08-16
13733,38154,2023-08-11
13733,38157,2023-08-11
13733,38170,2023-08-16
13733,38182,2023-08-11
13733,38202,2023-08-11
13733,38205,2023-08-11
13733,38210,2023-08-11
13733,38224,2023-08-16
13733,38264,2023-08-12
13733,38265,2023-08-11
13733,38271,2023-08-11
13733,38282,2023-08-11
13733,38283,2023-08-11
13733,38285,2023-08-11
13733,38298,2023-08-11
13733,38302,2023-08-11
13733,38305,2023-11-02
13733,38318,2023-08-11
13733,38328,2023-08-11
13733,38339,2023-08-11
13733,38340,2023-08-16
13733,38354,2023-08-16
13733,38363,2023-08-16
13733,38373,2023-08-11
13733,38401,2023-08-16
13733,38415,2023-08-10
13733,38422,2023-08-11
13733,38426,2023-08-11
13733,38434,2023-08-11
13733,38438,2023-08-11
13733,38443,2023-08-11
13733,38454,2023-08-11
13733,38463,2023-08-11
13733,38475,2023-08-11
13733,38479,2023-08-11
13733,38481,2023-08-11
13733,38571,2023-11-03
13733,38601,2023-08-11
13733,38667,2023-08-11
13733,38670,2023-08-11
13733,39005,2023-08-11
13733,39018,2023-08-16
13733,39033,2023-09-03
13733,39114,2023-08-16
13733,39135,2023-08-07
13733,39142,2023-08-16
13733,39145,2023-08-16
13733,39157,2023-10-19
13733,39162,2023-08-16
13733,39232,2023-08-07
13733,39239,2023-08-16
13733,39289,2023-08-16
13733,39321,2023-08-11
13733,39351,2023-08-30
13733,39374,2023-08-16
13733,39378,2023-08-17
13733,39379,2023-08-16
13733,39533,2023-08-18
13733,39555,2023-09-27
13733,39570,2023-08-29
13733,39711,2023-11-01
13733,39846,2023-08-09
13733,39862,2023-08-25
13733,39972,2023-09-06
13733,39985,2023-08-23
13733,40004,2023-10-19
13733,40067,2023-08-13
13733,40118,2023-08-14
13733,40176,2023-10-29
13733,40267,2023-08-28
13733,40296,2023-10-13
13733,40441,2023-08-09
13733,40445,2023-08-15
13733,40587,2023-08-31
13733,40656,2023-08-17
13733,40664,2023-08-24
13733,40682,2023-09-03
13733,40695,2023-09-28
13733,40696,2023-08-07
13733,40704,2023-08-22
13733,40705,2023-09-21
13733,40713,2023-09-07
13733,40771,2023-08-22
13733,40845,2023-08-05
13733,40853,2023-08-17
13733,40858,2023-09-21
13733,40859,2023-09-28
13733,40980,2023-10-12
13733,41031,2023-08-13
13733,41035,2023-09-25
13733,41103,2023-09-25
13733,41121,2023-09-18
13733,41197,2023-10-12
13733,41205,2023-08-21
13733,41212,2023-10-31
13733,41265,2023-10-14
13733,41274,2023-08-19
13733,41309,2023-09-16
13733,41318,2023-08-13
13733,41342,2023-08-13
13733,41375,2023-08-13
13733,41389,2023-09-19
13733,41396,2023-09-18
13733,41399,2023-09-23
13733,41417,2023-09-04
13733,41418,2023-09-27
13733,41425,2023-09-13
13733,41429,2023-08-13
13733,41431,2023-09-27
13733,41441,2023-08-13
13733,41454,2023-09-06
13733,41458,2023-09-18
13733,41463,2023-08-23
13733,41479,2023-09-04
13733,41485,2023-08-30
13733,41528,2023-10-04
13733,41536,2023-08-25
13733,41538,2023-08-14
13733,41544,2023-08-21
13733,41545,2023-08-20
